die Tageszeit, -en	время суток
tanzen gehen	идти танцевать
der Tanzkurs, -e	курс танцев
die Tasse, -n	чашка
der Tee, -s	чай
teilnehmen	принимать участие
das Telefongespräch, -e	телефонный разговор
die Temperatur, -en	температура
temporal	временный
teuer	дорогой
der Тext, -e	текст
die Tiefe, -n	глубина
der Tisch, -e	стол
die Tochter, -..e	дочь
die Toilette, -n	туалет
die Tomate, -n	помидор
total	полный
treffen	встречать
trennbar	отделимый
trinken	пить
das TV, -s	телевидение
die Tablette, -n	таблетка
täglich	ежедневный
die Tasche, -n	сумка
das Taxi, -s	такси
das Team, -s	команда
der Techniker,	техник
der Teil, -e	часть
der Teilnehmer,	участник
die Telefonansage, -n	телефонное объявление
der Termin, -e	назначенный срок
das Terminal, -s	терминал
die Terminvereinbarung, -en	Деловое свидание
die Terrasse, -n	терасса
der Test, -s	тест
das Theater,	театр
das Thema, die Themen	тема
das Ticket, -s	билет
der tipp, -s	совет
tragen	носить (одежду)
der Trainer,	тренер
trainieren	тренироваться
das Training (Sing)	тренинг
die Treppe, -n	лестница
trotzdem	все таки
das T-Shirt, -s	майка
tun	делать
die Tür, -en	дверь
über	о
überall	везде
die Uhr, -en	часы
die Umschlagseite, -n	страница обложки
unbekannt	неизвестный
unbestimmt	неопределенный
und	и
ungefähr	около
unter	под
der Unterricht, -e	занятие
unterstreichen	подчеркивать
der Urlaub, -e	отпуск
die U-Bahn, -en	метро
der U-Bahnhof, -..e	станция метро
üben	над
überlegen	обдумывать
übermorgen	послезавтра
die Übersichtsseite, -n	сторона обзора
übertragen	передавать
üblich	(обще)принятый
die Übung, -en	учение
umsteigen	пересаживаться
umziehen	переезжать
unbedingt	обязательно
der Unfall, -..e	авария
unfreundlich	недружелюбный
die Universität, -e	университет
das Untergeschoss, -e	подвальный этаж
die Unterlagen (Sing)	документы
der Unterschied, -e	разница
unterschreiben	подписывать
die Unterschrift, -en	подпись
unterwegs	в дороге
unwichtig	неважный
der Urlaub (Sing)	отпуск
die USA (Plural)	США
die Variante, -en	вариант
variieren	варъировать
der Vater,	отец
die Verabredung, -en	встреча
das Verb, -en	глагол
verbinden	связывать
der Verein, -e	общество
vergessen	забывать
die Verhandlungsbasis, -basen	основа для переговоров (например
verheiratet	состоять в браке
verkaufen	продавать
der Verkäufer,	продавец
die Verkäuferin, -nen	продавщица
verstehen	понимать
verwitwet	быть вдовцом / вдовой
das Viertel,	четверть
die Vorliebe, -n	влюбленность
der Vormittag, -e	дообеденное время
der Vorname, -n	имя
der Vorschlag, -..e	предложение
die Vorsicht (Sing.)	осторожность
vorstellen	представлять
die Variation, -en	вариант
verabschieden	провожать
der Verband, -..e	повязка
verbunden	ошибаться
der Verdienst (Sing)	заработок
vereinbaren	договариваться
verlegen	переносить
verletzen	поранить
verlieren	потерять
die Versichertenkarte, -n	страховая карточка
die Versicherung, -en	страховка
die Verspätung, -en	опоздание
das Verständnis (Sing)	понимание
verstecken	прятать
das Video, -s	видео
viel	много
die Viertelstunde, -n	четверть часа
voraussichtlich	предполагаемый
vorbeikommen	зайти
der Vorstand, -..e	правление
die Vorstellung, -en	представление
die Wandzeitung, -en	стенгазета
wann	когда
warm	теплый
die Warmmiete, -n	квартплата за все
warum	почему
was	что
das Waschbecken,	раковина
waschen	мыть
die Waschmaschine, -n	стиральная машина
das Wasser (Sing.)	вода
der Wein, -e	вино
die Weinflasche, -n	бутылка вина
weiter	дальше
welche	какой
die Wendung, -en	поворот/оборот
wer	кто
der Wert, -e	ценность
der Westen (Sing.)	запад
wichtig	важный
wie	как
wieder	скоро
das Wiederhören (Sing)	сокращ. от Досвидания (при телефонных разговорах)
das Wiedersehen (Sing.)	сокращ. от Досвидания
der Wind, -e	ветер
windig	ветренный
der Winter,	зима
wirklich	действительно
wissen	знать
wo	где
die Woche, -n	неделя
das Wochenende, -n	выходные дни
woher	откуда
wohnen	жить
der Wohnort, -e	место жительства
der Wohnraum, -..e	жилплощадь
die Wohnung, -en	квартира
die Wohnungsanzeige, -n	объявление о жил.площади
das Wohnzimmer,	жилая комната
wollen	хотеть
das Wort, -e	слово
die Worbildung, -en	словообразование
das Wörterbuch, -..er	словарь
der Wunsch, -..e	желание
die Wurst,-..e	колбаса
das Wurstbrot, -e	бутерброд с колбасой
der Wagen,	автомобиль
wählen	выбирать
während	во время
warten	ждать
das Weihnachten (Sing)	Рождество
der Weihnachtsbaum, -..e	Рождественское дерево
der Weihnachtsmann, -..er	Санта Клаус
die Weintraube, -n	виноград
weit	широкий
weitergehen	идти дальше
der Weltrekord, -e	мировой рекорд
wenig	мало
werden	становиться
die Werkstatt, -..en	мастерская
werktags	по рабочим дням
wiederholen	повторять
die Wiese, -n	луг
der Wochentag, -e	день недели
wöchentlich	еженедельно
der Wohnanlage, -n	жилое строение
wünschen	желать
die Zahl, -en	число
zeichnen	черить
zeigen	показывать
die Zeit, -en	время
die Zeitung, -en	газета
der Zentimeter,	сантиметр
der Zettel,	записка
das Zimmer,	комната
der Zucker (Sing.)	сахар
zuerst	сначала
zuordnen	подбирать
zusammen	вместе
zusammensetzen	составлять
der Zustand, -..e	состояние
die Zustimmung, -en	согласие
zwischen	между
zahlen	считать
der Zahn, -..e	зуб
die Zeichnung, -en	рисунок
ziehen	тянуть
die Zigarette, -n	сигарета
die Zollkontrolle, -n	таможенный контроль
zufrieden	довольный
der Zug, -..e	поезд
zumachen	закрывать
zurück	обратно
zurückkommen	возвращаться
die Zusage, -n	согласие
zuverlässig	надежный
zweit, zu zweit	во-вторых
